"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Ontology","Direction","GeneRatio","p.adjust","Count"
"Potassium Ion Transmembrane Transport (GO:0071805)","35/137",0.000133029103206527,0.00968360127134409,0,0,2.19531164421076,19.5930304852129,"KCNG1;HCN4;KCNG2;HCN3;KCNC1;KCNK9;KCNC2;KCNE5;SLC1A3;ATP1A2;SLC9C2;LRRC52;KCNN1;KCNN3;KCNH2;KCNJ4;KCNH3;KCNF1;KCNJ5;KCNH4;KCNJ6;KCNH5;SLC12A5;KCNH6;KCNK10;KCNJ11;ABCC8;KCNK12;SLC12A1;SLC9A2;SLC9A3;ATP4A;FXYD2;KCNQ3;HCN2","BP","Up",0.255474452554745,0.00968360127134409,35
"Regulation Of Chromosome Segregation (GO:0051983)","12/28",0.000142795689908561,0.0102183627592194,0,0,4.78138847858198,42.3348711262973,"RMI2;CDCA2;IHO1;NCAPG2;NCAPG;KIF2C;NCAPD2;CDC6;MKI67;SMC4;BUB1;NCAPH","BP","Up",0.428571428571429,0.0102183627592194,12
"Central Nervous System Development (GO:0007417)","61/283",0.000148459133790205,0.0104465743810374,0,0,1.76273339906285,15.53884892412,"SH3GL3;MAST1;SLC2A1;SMG9;MSI1;AFF2;DMBX1;ZIC2;DNER;NRCAM;SOX9;CDK5RAP3;MNX1;SOX4;EMX1;VCX3A;SLC6A17;APLP1;SPINK5;SOX11;PAX6;SOX12;PAX8;COL4A1;B3GNT5;DCX;PAFAH1B3;DLX2;SHC3;ABCB6;MYRF;ADAM22;CAPG;VCX;GLIS2;UGT8;GRIN2A;ADGRG1;SCIN;ADAM23;NNAT;SPOCK1;APOD;NPTX1;BRINP3;HES5;ARNT2;CNTN5;SCTR;FOXJ1;ZIC4;ZIC5;GRIN2C;VAX2;GRIN2D;GRIN1;SERPINI1;MELTF;NES;MDGA1;CDK5R1","BP","Up",0.215547703180212,0.0104465743810374,61
"Sensory Perception Of Sound (GO:0007605)","26/92",0.000166775403475229,0.0115430451388921,0,0,2.51717621650806,21.8965698965945,"CLIC5;CEMIP;COL11A1;USH1C;LOXHD1;GRM7;PDZD7;CHRNB2;TMC1;TFAP2A;EYA1;WHRN;SLC52A3;MYO7B;DCDC2;LHFPL4;LHFPL3;TSPEAR;COL1A1;TMIE;COL2A1;USH1G;MYO1A;BIRC5;SNAI2;ROR1","BP","Up",0.282608695652174,0.0115430451388921,26
"Inorganic Cation Import Across Plasma Membrane (GO:0098659)","28/103",0.000197472476930886,0.0134472386710032,0,0,2.38603268945022,20.352647296894,"HCN4;KCNK9;AQP8;ATP1A2;CACNA1C;NALF2;SLC5A2;CACNA1E;SLC9C2;SLC8A2;CACNA1G;CACNA1I;CACNA1S;SCN5A;SCN1A;KCNH2;KCNJ4;KCNJ5;KCNJ6;SLC12A5;KCNJ11;SLC12A1;SLC9A2;SLC9A3;ATP4A;FXYD2;SCN4A;HCN2","BP","Up",0.271844660194175,0.0134472386710032,28
"Protein Localization To Chromosome, Centromeric Region (GO:0071459)","9/18",0.000238786087656523,0.0160024581283467,0,0,6.37071191442272,53.1313706524215,"MTBP;H2AC8;H4C9;H2BC11;CDK1;TTK;SPDL1;HASPIN;CENPA","BP","Up",0.5,0.0160024581283467,9
"DNA Metabolic Process (GO:0006259)","61/288",0.00024517771279021,0.0160289127750962,0,0,1.72340136482696,14.3275442126873,"TOP2A;FEN1;MCM7;MCM8;NUDT1;HMGB2;MCM10;EXO1;CHEK1;PCLAF;KPNA2;ZNF365;WDHD1;RMI2;RFC3;RFC4;LIG1;KMT5C;CHD1L;AXIN2;NEIL3;MSH2;DMC1;MCM3;MCM4;MCM5;DNA2;DNASE1;MCM6;DNASE1L2;MCM2;PRIM2;RTEL1;BLM;PRIM1;TYMS;RECQL4;RAD51AP1;ORC6;CDC45;TERT;ORC1;POLD1;NT5M;MUTYH;BARD1;POLQ;XRCC2;TREX2;XRCC3;FANCA;LTO1;GTF2H4;FANCG;TICRR;FAM111B;POLA2;RAD51;UBE2T;POLE2;CDK1","BP","Up",0.211805555555556,0.0160289127750962,61
"Regulation Of SA Node Cell Action Potential (GO:0098907)","5/6",0.000246773882136725,0.0160289127750962,0,0,31.8213627992634,264.341273089735,"HCN4;HCN3;RYR2;HCN2;TBX18","BP","Up",0.833333333333333,0.0160289127750962,5
"Synapse Organization (GO:0050808)","33/131",0.000270004950594152,0.0172721348698259,0,0,2.15324730562117,17.6933844051967,"CHRNA1;NLGN1;CTNND2;LRP4;ARHGAP39;SLC8A2;DNER;HMCN2;SNCG;NRCAM;PAK3;PPFIA4;UNC13A;PCDHB11;DKK1;PCDHB10;CACNB1;DNM3;SDK1;CACNB3;LRFN5;CACNB4;ADGRF1;PCDHB2;PTK7;DOK7;PCDHB16;PCDHB6;PCDHB3;MAPT;PCDHB9;SDK2;CBLN1","BP","Up",0.251908396946565,0.0172721348698259,33
"Embryonic Skeletal System Development (GO:0048706)","13/34",0.000300015160885978,0.0186274119008912,0,0,3.94685735395008,32.0156341843732,"OSR2;SIX1;SOX11;SULF1;COL1A1;HOXA9;HOXB9;HOXA3;HOXC4;HOXD4;HOXD3;HOXC9;HOXD9","BP","Up",0.382352941176471,0.0186274119008912,13
"Regulation Of Neuronal Synaptic Plasticity (GO:0048168)","13/34",0.000300015160885978,0.0186274119008912,0,0,3.94685735395008,32.0156341843732,"MCTP1;CAMK2A;GRIK2;SYP;GRIN2C;SLC8A2;GRIN1;GRIN2D;SHISA6;GRIN2A;SYNGR1;EPHB2;DBN1","BP","Up",0.382352941176471,0.0186274119008912,13
"Negative Regulation Of Axon Extension (GO:0030517)","12/30",0.000312163557351971,0.0191007904223192,0,0,4.24963072378139,34.3029481707604,"SEMA5B;SEMA6C;SEMA7A;MAP2;SEMA3A;SEMA3B;SEMA3G;TRIM46;SEMA4F;SEMA3F;KIAA0319;MT3","BP","Up",0.4,0.0191007904223192,12
"Potassium Ion Transport (GO:0006813)","31/122",0.000346410602293564,0.0208935080411918,0,0,2.17761004335939,17.350948087243,"KCNG1;HCN4;KCNG2;HCN3;KCNC1;KCNK9;KCNC2;SLC1A3;ATP1A2;SLC9C2;LRRC52;KCNMB3;KCNN1;KCNN3;KCNH2;KCNJ4;KCNH3;KCNF1;KCNJ5;KCNH4;KCNJ6;KCNH5;KCNH6;KCNK10;KCNJ11;ABCC8;KCNK12;SLC9A2;SLC9A3;KCNQ3;HCN2","BP","Up",0.254098360655738,0.0208935080411918,31
"Ionotropic Glutamate Receptor Signaling Pathway (GO:0035235)","7/12",0.000360885670764734,0.0214599901685733,0,0,8.91448580906745,70.6646775011341,"GRIA2;GRIN2A;GRIN3B;GRIN2C;CDK5R1;GRIN1;GRIN2D","BP","Up",0.583333333333333,0.0214599901685733,7
"Odontogenesis (GO:0042476)","14/39",0.00038162426864082,0.0223780230861325,0,0,3.57087952697709,28.1066570852846,"OSR2;ODAM;SSUH2;AQP6;AQP5;AXIN2;TSPEAR;BMP4;COL1A1;WNT6;COL1A2;MSX1;SCN5A;PITX2","BP","Up",0.358974358974359,0.0223780230861325,14
"Negative Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031111)","12/31",0.000446711203339817,0.0258358178150782,0,0,4.02573272176009,31.0528848762815,"APC2;TPX2;SPEF1;NAV3;MAP2;STMN1;STMN2;CKAP2;ARHGEF2;FGF13;TUBB4A;TRIM54","BP","Up",0.387096774193548,0.0258358178150782,12
"Extracellular Matrix Disassembly (GO:0022617)","15/44",0.000453688017288714,0.0258847406620669,0,0,3.29868060424501,25.3935757415233,"MMP7;MMP1;MMP3;KLK4;CAPG;CTSV;LAMC1;MMP9;MMP10;MMP12;MMP11;MMP14;ADAM15;SH3PXD2B;PRSS2","BP","Up",0.340909090909091,0.0258847406620669,15
"Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)","38/163",0.000520481289310392,0.029299626712913,0,0,1.94448918717375,14.7018094907203,"GLP1R;GNAZ;PTGFR;CALCA;CALCB;GIPR;ADRA1D;ADCY8;MCHR1;ADCY6;PTHLH;CRHR2;RIMS2;GHRHR;ADGRG1;ADGRG2;CALCR;GALR3;GALR2;CNR1;ADGRG5;GNAT1;CCR3;GABBR2;PSAPL1;HTR1D;AVPR2;SCTR;PTH2R;GPR37L1;GNAL;ADGRF1;ADGRB2;ADGRF4;ADM2;UTS2;ADGRL1;RAMP1","BP","Up",0.233128834355828,0.029299626712913,38
"Negative Regulation Of Microtubule Depolymerization (GO:0007026)","9/20",0.000638336078754574,0.0354612490066028,0,0,5.21179705576607,38.3413441082653,"APC2;TPX2;SPEF1;NAV3;CKAP2;STMN2;ARHGEF2;FGF13;TRIM54","BP","Up",0.45,0.0354612490066028,9
"Heart Contraction (GO:0060047)","14/41",0.000684214541240914,0.0375162830275213,0,0,3.3059866962306,24.0915152944801,"KCNH2;MYLK2;RYR2;TAFAZZIN;KCNE5;TNNC1;ATP1A2;ACTC1;TNNT2;CASQ2;TCAP;TNNI3;SCN5A;SCN4B","BP","Up",0.341463414634146,0.0375162830275213,14
"Cell Junction Assembly (GO:0034329)","25/95",0.000716841849141895,0.0388013626548344,0,0,2.2806785051683,16.5136069396107,"NLGN1;CTNND2;CDH9;CDH8;GJC1;DNER;CDH22;NRCAM;PCDHB11;PCDHB10;DNM3;SDK1;ADGRF1;PCDHB2;CDH11;PCDHB16;CDH12;PCDHB6;CDH13;PKP1;ITGA6;PCDHB3;CDH17;PCDHB9;SDK2","BP","Up",0.263157894736842,0.0388013626548344,25
"Double-Strand Break Repair Via Homologous Recombination (GO:0000724)","28/111",0.00074015180805561,0.0395559611849467,0,0,2.15505111083263,15.5350204971925,"BLM;FEN1;MCM7;AP5Z1;MCM8;MCMDC2;TONSL;BRCA2;RAD54B;RAD51AP1;RECQL4;CDC45;GINS2;RMI2;POLN;XRCC2;NSMCE2;XRCC3;GINS4;CDC7;FANCB;MMS22L;RAD51;MCM3;MCM4;MCM5;MCM6;MCM2","BP","Up",0.252252252252252,0.0395559611849467,28
"Positive Regulation Of Meiotic Nuclear Division (GO:0045836)","5/7",0.000766335304594858,0.0403565497516064,0,0,15.9097605893186,114.134884319163,"RAD51AP1;PRDM7;STRA8;NPM2;PRDM9","BP","Up",0.714285714285714,0.0403565497516064,5
"Cellular Component Disassembly (GO:0022411)","15/46",0.000774249296513529,0.0403565497516064,0,0,3.08550474032556,22.1033731244002,"MMP7;MMP1;MMP3;KLK4;CAPG;CTSV;LAMC1;MMP9;MMP10;MMP12;MMP11;MMP14;ADAM15;SH3PXD2B;PRSS2","BP","Up",0.326086956521739,0.0403565497516064,15
"Kinetochore Organization (GO:0051383)","6/10",0.000808042431645918,0.0416043310537691,0,0,9.54826823876198,67.9922249785543,"CENPE;CENPF;CENPW;CENPH;NUF2;DLGAP5","BP","Up",0.6,0.0416043310537691,6
"Metaphase Plate Congression (GO:0051310)","16/51",0.000843591828851576,0.0421863797756539,0,0,2.91546914623838,20.6352293765985,"CDCA5;KIF14;CDCA8;KIF22;NDC80;CENPE;CCNB1;CENPF;KIF18A;PSRC1;INCENP;KIFC1;KIF2C;SPDL1;FAM83D;CEP55","BP","Up",0.313725490196078,0.0421863797756539,16
"Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900)","28/112",0.000860939774938621,0.0421863797756539,0,0,2.12927191679049,15.0273067510109,"BLM;SRC;CCNF;THY1;PKMYT1;SLC8A2;PYCARD;CCNB2;CCNB1;CDK5RAP3;CDKN2B;CDKN2C;CDKN2A;HMGA2;CDC6;CDC25C;IRGM;CDC25A;CCNA2;CCNE2;CCNE1;CCNI2;CCNP;CCNO;CCNJL;EZH2;CDK5R1;CDKN3","BP","Up",0.25,0.0421863797756539,28
"Cardiac Muscle Contraction (GO:0060048)","12/33",0.000864420378080835,0.0421863797756539,0,0,3.64190757543786,25.6880179365306,"KCNH2;MYLK2;RYR2;TAFAZZIN;KCNE5;TNNC1;TNNT2;CASQ2;TCAP;TNNI3;SCN5A;SCN4B","BP","Up",0.363636363636364,0.0421863797756539,12
"Regulation Of Mitotic Nuclear Division (GO:0007088)","17/56",0.000893410784882454,0.0421863797756539,0,0,2.7803580067731,19.5194035088353,"PDGFRB;L3MBTL1;CUL7;CDCA2;EDN3;EGF;IGF2;MKI67;CDC25C;FBXO43;PKMYT1;BMP7;AURKA;BMP4;CCNB1;CHEK1;NEK2","BP","Up",0.303571428571429,0.0421863797756539,17
"Microtubule Depolymerization (GO:0007019)","8/17",0.000894841861343329,0.0421863797756539,0,0,5.66076696165192,39.7321508725834,"KIF18A;KIF18B;STMN1;KIF14;STMN2;KIF24;STMND1;KIF2C","BP","Up",0.470588235294118,0.0421863797756539,8
"Regulation Of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090266)","8/17",0.000894841861343329,0.0421863797756539,0,0,5.66076696165192,39.7321508725834,"CCNB1;INCENP;XRCC3;CDCA8;BIRC5;AURKB;NDC80;MAD2L1","BP","Up",0.470588235294118,0.0421863797756539,8
"Collagen Fibril Organization (GO:0030199)","14/42",0.000899283320655815,0.0421863797756539,0,0,3.18773096821877,22.3584658367677,"COLGALT2;COL11A1;LOXL4;PLOD3;SCX;P3H4;LOXL2;COL1A1;COL1A2;COL2A1;LOX;COL5A3;SERPINH1;TLL2","BP","Up",0.333333333333333,0.0421863797756539,14
"Monoatomic Cation Transport (GO:0006812)","14/42",0.000899283320655815,0.0421863797756539,0,0,3.18773096821877,22.3584658367677,"HCN4;TRPC6;TMEM63C;ATP1A2;GRIN2C;GRIN1;GRIN2D;GRIN2A;PIEZO2;CNGB3;SLC29A4;SLC39A1;TRPM6;TRPM3","BP","Up",0.333333333333333,0.0421863797756539,14
"Cardiac Muscle Cell Action Potential (GO:0086001)","11/29",0.00094033619813593,0.0436274662475813,0,0,3.89405684754522,27.1387455948396,"HCN4;KCNH2;ATP1A2;CACNA1C;SCN5A;SLC4A3;FGF12;SCN4B;HCN2;CACNA1G;SCN1A","BP","Up",0.379310344827586,0.0436274662475813,11
"Cardiac Conduction System Development (GO:0003161)","10/25",0.000987682715374875,0.0453260480903557,0,0,4.24723247232472,29.3914817588136,"HCN4;HEY1;GJA5;GJB6;SHOX2;MSX1;SCN5A;MSC;TBX18;CACNA1G","BP","Up",0.4,0.0453260480903557,10
"Regulation Of Cell Cycle Process (GO:0010564)","31/130",0.00109776037237125,0.0498359601306602,0,0,2.00070996314953,13.6338044315783,"L3MBTL1;CUL7;CDCA2;SMARCD3;KIF11;DBF4B;MKI67;FBXO43;PKMYT1;AURKB;AURKA;RACGAP1;CHEK1;DPF1;CEP250;NEK2;SOX9;ECT2;BUB1;RAB11FIP4;CDKN2B;ACTL6B;SPAG5;PLK1;HMGA2;CDC25C;MYO19;PRC1;KIF2C;KIF20A;MCM2","BP","Up",0.238461538461538,0.0498359601306602,31
"CMG Complex (GO:0071162)","10/10",2.13348922303845e-09,7.89391012524226e-07,0,0,172800,3450039.62076622,"GINS1;GINS2;MCM7;GINS3;GINS4;MCM3;MCM4;MCM5;MCM6;MCM2","CC","Up",1,7.89391012524226e-07,10
"Neuron Projection (GO:0043005)","118/557",4.15139463640057e-07,7.68008007734105e-05,0,0,1.73971485050049,25.5645031177305,"CHRM3;STMN2;HTR4;SLC8A2;ARHGAP44;SCGN;TMEM266;STMN1;ADORA1;HMCN2;HOMER3;NRCAM;BSN;EPHB2;VSTM5;CMKLR2;CHRNB2;CHRNB4;UNC13A;EPHA6;SLC30A3;GABRG3;GABRG2;RGS9BP;MAP1B;MAP1A;STX1A;CHRNA1;GRIA2;TPH1;CHRNA3;EPHA10;CHRNA5;SLC1A3;MCHR1;CRHR2;CALCR;MAP2;KCNN1;APOD;NPTX1;KCNN3;MAGEC2;BRINP3;DRD4;SYT5;NMB;SYT2;CNTN5;HTR1D;SYT8;ZWINT;PTK7;FGF13;CNIH4;CD200;SNAP25;PCSK1;NRSN2;KCNC1;KCNC2;PTGDR2;RASGRF1;MAST1;SLC6A2;SLC6A3;ROBO1;GABRR3;CALB2;GABRR2;GRM2;CALB1;GRM7;DNER;TMEM108;NEFL;KIF1A;INSRR;HTR3A;HTR3B;SYP;CCSAP;SSTR3;SSTR5;IL1RAPL1;DCX;CDH13;TNFRSF25;MAPT;DBN1;HCN4;HCN3;NLGN1;PLPPR1;PRKAA2;GRP;SEMA3A;CAMK2A;ADAM22;LRP4;STMND1;ADCY8;CHRND;CTNNA2;GABRE;GABRD;GABRA2;GABRQ;SLC12A5;GABRA3;LIMK1;SEPTIN3;GRIN1;KISS1;USH1G;ADGRL1;HCN2;CDK5R1","CC","Up",0.211849192100539,7.68008007734105e-05,118
"Microtubule Cytoskeleton (GO:0015630)","77/342",4.20614077278011e-06,0.000452800723509883,0,0,1.87059445027449,23.1560232510821,"SPEF1;MAST2;KIF14;BUB1B;KIF11;KIF15;CDC20;PYCARD;RUSC1;KIF5A;KIF21B;SOX9;KIF1A;TEKT5;GTSE1;CDK5RAP3;APC2;CCT3;GAS2L3;CKAP2L;CKAP2;KIF24;KIF23;KIF22;HASPIN;KIF7;TUBG1;GABRG3;CCSAP;TUBA4B;DNM3;ANKFN1;PSRC1;KIFC2;INCENP;KIFC1;MAP1B;MAP1A;MAP7D2;BIRC5;KIF2C;KIF20A;ARHGEF2;MAPT;EFHC2;TRIM54;CDCA8;ARL2;TTK;HMMR;NDRG1;SKA1;AURKB;AURKA;TUBA3E;CCNB2;TUBA3D;TUBA3C;RACGAP1;CLTCL1;FAM83D;HOXC8;SAC3D1;PLK1;TUBB8B;DCDC2;SEPTIN3;FHDC1;TUBB4A;TPX2;CENPE;CENPF;KIF18A;TTLL3;PRC1;TBCE;FGF13","CC","Up",0.225146198830409,0.000452800723509883,77
"Nuclear Chromosome (GO:0000228)","30/95",4.97385779851291e-06,0.000452800723509883,0,0,2.95367457820989,36.0682500970431,"TOP2A;BLM;IHO1;MCM7;NCAPG2;NCAPG;SMC4;NCAPH;PSMC3IP;CDC45;FIGNL1;CHEK1;SHOC1;GINS1;H2AZ1;GINS2;GINS3;GINS4;HMGA2;P3H4;TUBG1;RAD51;DMC1;MCM3;BIRC5;MCM4;MCM5;NCAPD2;MCM6;MCM2","CC","Up",0.315789473684211,0.000452800723509883,30
"Condensed Chromosome (GO:0000793)","22/60",6.1189286960795e-06,0.000452800723509883,0,0,3.69985564355663,44.4135241751879,"L3MBTL1;IHO1;SYCP2L;NCAPG2;NSMCE2;HMGB2;NCAPG;P3H4;MKI67;TUBG1;SMC4;CENPA;NCAPH;SGO1;PSMC3IP;CENPE;RAD51;FANCD2;CHEK1;DMC1;NCAPD2;SHOC1","CC","Up",0.366666666666667,0.000452800723509883,22
"Postsynaptic Density (GO:0014069)","41/151",7.72845782118453e-06,0.000476588232306379,0,0,2.38884929926363,28.1181924785472,"GRIA2;RPL30;CHRNA3;NLGN1;DAGLA;CTNND2;PLPPR4;GRIK4;LRP4;CACNA1C;GRIK2;RPL8;FOXM1;ADCY8;SLC8A2;ARHGAP44;GRIN2A;CACNG8;SYNDIG1;TMEM108;SPOCK1;HOMER3;SH2D5;CACNG4;INSYN1;SCRIB;NETO2;MAPK8IP2;GRIN2C;SHISA6;GRIN2D;GRIN1;DNM3;GRIN3B;GAP43;FABP5;DNAJC6;DLG5;ADGRL1;CNIH4;CDK5R1","CC","Up",0.271523178807947,0.000476588232306379,41
"Spindle (GO:0005819)","52/210",9.53824993333956e-06,0.000504164639333663,0,0,2.11210217675972,24.4163247126431,"BUB1B;KIF11;CDC20;DLGAP5;CKAP2L;CKAP2;KIF23;KIF22;HASPIN;TUBG1;CCSAP;ANKFN1;KAT2A;PSRC1;KIFC2;ESPL1;INCENP;KIFC1;KIF2C;KIF20A;CAPG;TTK;WDR62;HMMR;SKA3;SKA1;AURKB;AURKA;RACGAP1;CLTCL1;ECT2;FAM83D;SAC3D1;SPAG5;ODAM;PLK1;TUBB8B;DCDC2;CDC7;CDC6;PYCR3;TUBB4A;ATAT1;TPX2;CENPE;CENPF;YEATS2;PRC1;KIF4A;TACC3;CDK1;MAD2L1","CC","Up",0.247619047619048,0.000504164639333663,52
"Microtubule (GO:0005874)","47/185",1.22385901754931e-05,0.000566034795616557,0,0,2.18414417931326,24.7046723690213,"SPEF1;KIF14;KIF11;SKA3;NDRG1;SKA1;AURKB;KIF15;AURKA;PYCARD;TUBA3E;TUBA3D;TUBA3C;KIF5A;KIF21B;KIF1A;CDK5RAP3;CCT3;PLK1;TUBB8B;DCDC2;KIF24;KIF23;KIF22;FHDC1;KIF7;TUBG1;TUBA4B;TUBB4A;DNM3;CENPE;PSRC1;KIFC2;KIFC1;PRC1;MAP1B;KIF4A;MAP1A;TBCE;CDK1;KIF2C;KIF20A;ARHGEF2;EFHC2;MAPT;FGF13;TRIM54","CC","Up",0.254054054054054,0.000566034795616557,47
"Condensed Nuclear Chromosome (GO:0000794)","13/28",2.67854772658368e-05,0.00102460973633569,0,0,5.52752124122645,58.1918129218955,"IHO1;NCAPG2;NCAPG;P3H4;TUBG1;SMC4;NCAPH;PSMC3IP;RAD51;CHEK1;DMC1;NCAPD2;SHOC1","CC","Up",0.464285714285714,0.00102460973633569,13
"Mitotic Spindle (GO:0072686)","38/143",2.76921550360998e-05,0.00102460973633569,0,0,2.31756684776819,24.3213840612031,"CAPG;WDR62;KIF11;SKA3;SKA1;AURKA;RACGAP1;HAUS7;ECT2;FAM83D;DLGAP5;SPAG5;CKAP2L;ODAM;TUBB8B;CKAP2;DCDC2;CDC7;KIF23;CDC6;PYCR3;KIF22;TUBG1;CCSAP;TUBB4A;ATAT1;TPX2;CENPE;KIF18A;KAT2A;KIF18B;YEATS2;ESPL1;KIFC2;KIFC1;CDK1;TACC3;MAD2L1","CC","Up",0.265734265734266,0.00102460973633569,38
"Cyclin-Dependent Protein Kinase Holoenzyme Complex (GO:0000307)","16/40",3.21800423255812e-05,0.00108241960549682,0,0,4.25443786982249,44.0086034834841,"CCNF;CKS1B;CCNA2;CCNB2;CCNB1;CCNE2;CCNE1;CDK3;CCNI2;CDK1;CKS2;CCNP;CCNO;CCNJL;CDK5R1;MCM2","CC","Up",0.4,0.00108241960549682,16
"Polymeric Cytoskeletal Fiber (GO:0099513)","59/265",7.41442965681633e-05,0.0022861158108517,0,0,1.83770244779866,17.4756266673759,"SPEF1;KIF14;KIF11;KRT20;KIF15;PYCARD;POF1B;KIF5A;NEFL;KIF21B;KIF1A;CDK5RAP3;APC2;CCT3;GAS2L3;ACTN2;TPM2;KIF24;KIF23;KIF22;KIF7;TUBG1;TUBA4B;DNM3;ACTA1;KIFC2;KIFC1;MAP1B;MAP1A;PKP1;KIF2C;KIF20A;ARHGEF2;MAPT;EFHC2;TRIM54;RTN2;EVPL;NDRG1;TUBA3E;TUBA3D;TUBA3C;MISP;TUBB8B;DCDC2;FHDC1;ACTL8;TUBB4A;AIF1L;CENPE;BFSP2;BFSP1;DIAPH3;ACTC1;GJB6;TBCE;EPPK1;FGF13;NES","CC","Up",0.222641509433962,0.0022861158108517,59
"Dendrite Membrane (GO:0032590)","12/28",0.000142795689908561,0.00406418502047444,0,0,4.78138847858198,42.3348711262973,"LAMP5;GABRA2;DAGLA;KCNC1;KCNC2;GABRA3;THY1;FOXM1;GABRE;GABRG3;GABRG2;SHISA6","CC","Up",0.428571428571429,0.00406418502047444,12
"Asymmetric Synapse (GO:0032279)","34/133",0.000162470747375104,0.00418773667836247,0,0,2.19677790563866,19.1669148809514,"GRIA2;RPL30;CHRNA3;NLGN1;CTNND2;LRP4;CACNA1C;RPL8;FOXM1;ADCY8;SLC8A2;ARHGAP44;GRIN2A;CACNG8;GRM7;SYNDIG1;TMEM108;SPOCK1;HOMER3;SH2D5;INSYN1;SCRIB;NETO2;MAPK8IP2;SHISA6;GRIN1;DNM3;GAP43;FABP5;DNAJC6;DLG5;ADGRL1;CNIH4;CDK5R1","CC","Up",0.255639097744361,0.00418773667836247,34
"Collagen-Containing Extracellular Matrix (GO:0062023)","76/373",0.000169773108582262,0.00418773667836247,0,0,1.64365286755604,14.2686288925016,"ADAMDEC1;SERPINE2;F13A1;LOXL4;LAMC1;HAPLN1;LOXL2;COMP;MDK;HMCN2;COL10A1;TINAG;EDIL3;SBSPON;POSTN;ANXA2;VWF;FIBCD1;APLP1;ADAM11;APOA4;NPNT;MMP9;ADAMTS20;CCNA2;VCAN;CCDC80;COL2A1;PKM;COL4A2;LOX;COL4A1;COL4A6;S100A6;COL8A1;COL21A1;COL4A5;CDH13;MFGE8;ZP3;MATN3;BCAT2;SEMA7A;COL15A1;COL11A1;LAMA4;LAMA3;SEMA3B;FBLN1;LTBP2;COCH;THBS4;ACAN;IGFBPL1;MUC2;SERPINH1;S100A10;CTHRC1;GDF10;ANGPT2;COL24A1;LAMB3;SULF1;KAZALD1;HRNR;COL1A1;COL1A2;FRAS1;COL5A3;COL7A1;MFAP2;MGP;COL9A1;CSPG4;COL9A2;CBLN1","CC","Up",0.203753351206434,0.00418773667836247,76
"GABA-A Receptor Complex (GO:1902711)","9/18",0.000238786087656523,0.0055219282770571,0,0,6.37071191442272,53.1313706524215,"GABRA2;GABRQ;GABRR3;GABRR2;GABRA3;GABRE;GABRG3;GABRD;GABRG2","CC","Up",0.5,0.0055219282770571,9
"Exocytic Vesicle Membrane (GO:0099501)","17/53",0.000439907632357179,0.00957446023365624,0,0,3.0125786163522,23.2840567824196,"RAB3B;GABRA2;SYT5;FER1L5;MCTP1;UNC13A;SYT2;SYP;SYN3;SYNGR3;SYN2;SYNGR4;TMEM163;SYT8;SYNGR1;SYNDIG1;VAMP1","CC","Up",0.320754716981132,0.00957446023365624,17
"Synaptic Vesicle Membrane (GO:0030672)","17/54",0.000561615439078412,0.011544317358834,0,0,2.93098759136495,21.9375429365624,"RAB3B;GABRA2;SYT5;FER1L5;MCTP1;UNC13A;SYT2;SYP;SYN3;SYNGR3;SYN2;SYNGR4;TMEM163;SYT8;SYNGR1;SYNDIG1;VAMP1","CC","Up",0.314814814814815,0.011544317358834,17
"Ionotropic Glutamate Receptor Complex (GO:0008328)","12/33",0.000864420378080835,0.0168334494678899,0,0,3.64190757543786,25.6880179365306,"GRIA2;CACNG8;GRIN2A;GRIN3B;GRIK4;GRIK2;GRIN2C;CACNG4;CNIH4;GRIN1;GRIN2D;SHISA6","CC","Up",0.363636363636364,0.0168334494678899,12
"Potassium Channel Complex (GO:0034705)","22/81",0.000925663609413327,0.0171247767741465,0,0,2.38005553391715,16.6246871001654,"KCNG1;KCNH2;KCNJ4;KCNG2;KCNF1;KCNJ5;KCNH4;KCNJ6;KCNC1;KCNJ11;KCNC2;ABCC8;KCNE5;KCNIP3;GRIK4;GRIK2;LRRC52;DPP6;KCNQ3;KCNMB3;KCNN1;HCN2","CC","Up",0.271604938271605,0.0171247767741465,22
"Postsynaptic Specialization Membrane (GO:0099634)","13/38",0.00103385732436932,0.0182155814293643,0,0,3.31459179903953,22.78602375562,"GRIA2;NLGN1;DAGLA;PLPPR4;GRIK4;GRIK2;GRIN2C;GRIN2D;CACNG8;GRIN2A;GRIN3B;SYNDIG1;CACNG4","CC","Up",0.342105263157895,0.0182155814293643,13
"Postsynaptic Density Membrane (GO:0098839)","12/34",0.00117227882365502,0.0197155983978345,0,0,3.47616489861689,23.4599615235683,"GRIA2;CACNG8;GRIN2A;GRIN3B;DAGLA;PLPPR4;SYNDIG1;GRIK4;GRIK2;GRIN2C;CACNG4;GRIN2D","CC","Up",0.352941176470588,0.0197155983978345,12
